CUSTOMERID,RECENCY,FREQUENCY,MONETARY,RECENCY_SCORE,FREQUENCY_SCORE,MONETARY_SCORE,RFM_SCORE,SEGMENT
16455,64,7,1841.18,3,1,2,312,OTHERS
14113,4,4,1840.42,5,2,2,522,"POTENTIAL LOYALISTS"
14216,4,4,1839.30,5,2,2,522,"POTENTIAL LOYALISTS"
13924,2,6,1838.85,5,2,2,522,"POTENTIAL LOYALISTS"
14459,156,1,1837.92,2,5,2,252,"LOYAL CUSTOMER"
18287,43,3,1837.28,3,3,2,332,OTHERS
13650,17,6,1836.34,4,1,2,412,"POTENTIAL LOYALISTS"
15827,74,14,1836.09,2,1,2,212,"AT RISK"
13048,15,4,1835.91,4,2,2,422,"POTENTIAL LOYALISTS"
14665,61,5,1835.70,3,2,2,322,OTHERS
16152,269,1,1829.04,1,4,2,142,"LOYAL CUSTOMER"
15203,26,6,1827.80,4,1,2,412,"POTENTIAL LOYALISTS"
18122,9,6,1826.21,5,1,2,512,"POTENTIAL LOYALISTS"
17702,31,4,1824.37,4,2,2,422,"POTENTIAL LOYALISTS"
16153,50,5,1824.23,3,2,2,322,OTHERS
17705,4,9,1823.52,5,1,2,512,"POTENTIAL LOYALISTS"
16169,9,4,1822.97,5,2,2,522,"POTENTIAL LOYALISTS"
17828,23,4,1820.09,4,2,2,422,"POTENTIAL LOYALISTS"
17629,6,8,1814.12,5,1,2,512,"POTENTIAL LOYALISTS"
15260,101,7,1810.77,2,1,2,212,"AT RISK"
13481,46,5,1804.56,3,2,2,322,OTHERS
17663,26,7,1802.91,4,1,2,412,"POTENTIAL LOYALISTS"
15812,108,5,1801.14,2,2,2,222,"AT RISK"
16249,53,5,1800.07,3,2,2,322,OTHERS
13562,82,3,1799.33,2,2,2,222,"AT RISK"
13196,12,4,1797.78,5,2,2,522,"POTENTIAL LOYALISTS"
17750,6,9,1797.57,5,1,2,512,"POTENTIAL LOYALISTS"
17648,61,4,1797.50,3,2,2,322,OTHERS
12348,76,4,1797.24,2,2,2,222,"AT RISK"
18235,72,3,1796.48,3,2,2,322,OTHERS
13134,86,4,1793.58,2,2,2,222,"AT RISK"
18179,10,6,1793.17,5,1,2,512,"POTENTIAL LOYALISTS"
13510,2,4,1791.56,5,2,2,522,"POTENTIAL LOYALISTS"
16719,15,7,1790.42,4,1,2,412,"POTENTIAL LOYALISTS"
12523,20,11,1789.77,4,1,2,412,"POTENTIAL LOYALISTS"
14215,12,6,1789.72,5,1,2,512,"POTENTIAL LOYALISTS"
14621,2,5,1788.36,5,2,2,522,"POTENTIAL LOYALISTS"
13875,54,5,1786.79,3,2,2,322,OTHERS
14608,5,4,1785.15,5,2,2,522,"POTENTIAL LOYALISTS"
14935,298,1,1784.71,1,4,2,142,"LOYAL CUSTOMER"
15050,26,3,1782.09,4,3,2,432,"POTENTIAL LOYALISTS"
16380,62,1,1780.59,3,5,2,352,"LOYAL CUSTOMER"
15220,52,6,1778.96,3,1,2,312,OTHERS
17092,51,4,1777.78,3,2,2,322,OTHERS
12645,34,4,1775.18,3,2,2,322,OTHERS
17754,1,5,1772.26,5,2,2,522,"POTENTIAL LOYALISTS"
15594,16,5,1771.78,4,2,2,422,"POTENTIAL LOYALISTS"
15473,15,7,1771.20,4,1,2,412,"POTENTIAL LOYALISTS"
17813,15,5,1770.88,4,2,2,422,"POTENTIAL LOYALISTS"
14387,33,3,1770.56,3,3,2,332,OTHERS
16681,73,6,1770.34,2,1,2,212,"AT RISK"
13456,18,6,1766.72,4,1,2,412,"POTENTIAL LOYALISTS"
15950,32,4,1765.51,4,2,2,422,"POTENTIAL LOYALISTS"
16751,31,1,1764.72,4,5,2,452,"LOYAL CUSTOMER"
12424,163,2,1760.96,2,3,2,232,OTHERS
12823,75,5,1759.50,2,2,2,222,"AT RISK"
12349,19,1,1757.55,4,5,2,452,"LOYAL CUSTOMER"
15241,67,8,1756.44,3,1,2,312,OTHERS
16359,8,9,1750.92,5,1,2,512,"POTENTIAL LOYALISTS"
13564,145,3,1749.02,2,2,2,222,"AT RISK"
13808,6,5,1747.66,5,2,2,522,"POTENTIAL LOYALISTS"
15067,79,3,1744.76,2,2,2,222,"AT RISK"
13157,50,4,1741.22,3,2,2,322,OTHERS
14595,20,6,1740.60,4,1,2,412,"POTENTIAL LOYALISTS"
17930,36,5,1740.48,3,2,2,322,OTHERS
17353,130,2,1740.00,2,3,2,232,OTHERS
17457,127,5,1737.70,2,2,2,222,"AT RISK"
14673,4,5,1736.40,5,2,2,522,"POTENTIAL LOYALISTS"
17043,33,4,1735.18,4,2,2,422,"POTENTIAL LOYALISTS"
16791,30,7,1721.78,4,1,2,412,"POTENTIAL LOYALISTS"
17451,2,7,1721.40,5,1,2,512,"POTENTIAL LOYALISTS"
14834,18,6,1720.30,4,1,2,412,"POTENTIAL LOYALISTS"
15267,23,5,1717.36,4,2,2,422,"POTENTIAL LOYALISTS"
17162,29,10,1715.46,4,1,2,412,"POTENTIAL LOYALISTS"
13763,64,1,1714.96,3,5,2,352,"LOYAL CUSTOMER"
17147,23,4,1714.59,4,2,2,422,"POTENTIAL LOYALISTS"
14441,1,4,1712.89,5,2,2,522,"POTENTIAL LOYALISTS"
12405,149,1,1710.39,2,5,2,252,"LOYAL CUSTOMER"
15947,83,1,1708.24,2,5,2,252,"LOYAL CUSTOMER"
12407,50,5,1708.12,3,2,2,322,OTHERS
16902,117,1,1706.88,2,5,2,252,"LOYAL CUSTOMER"
15240,45,5,1706.57,3,2,2,322,OTHERS
16398,155,2,1705.80,2,3,2,232,OTHERS
17282,131,3,1703.41,2,2,2,222,"AT RISK"
12843,66,8,1702.26,3,1,2,312,OTHERS
16007,48,4,1701.94,3,2,2,322,OTHERS
13184,15,10,1701.29,4,1,2,412,"POTENTIAL LOYALISTS"
17193,36,7,1699.30,3,1,2,312,OTHERS
13824,33,5,1698.94,3,2,2,322,OTHERS
16775,11,11,1695.66,5,1,2,512,"POTENTIAL LOYALISTS"
12764,317,1,1693.88,1,4,2,142,"LOYAL CUSTOMER"
14245,220,2,1693.45,1,3,2,132,OTHERS
15549,78,3,1693.26,2,2,2,222,"AT RISK"
16813,9,10,1692.98,5,1,2,512,"POTENTIAL LOYALISTS"
16671,29,3,1692.27,4,3,2,432,"POTENTIAL LOYALISTS"
15380,9,5,1690.26,5,2,2,522,"POTENTIAL LOYALISTS"
17152,195,3,1689.50,1,2,2,122,"AT RISK"
12635,90,2,1689.18,2,3,2,232,OTHERS
13162,123,4,1688.29,2,2,2,222,"AT RISK"
13577,26,4,1687.60,4,2,2,422,"POTENTIAL LOYALISTS"
16638,23,10,1680.72,4,1,2,412,"POTENTIAL LOYALISTS"
13647,10,4,1678.12,5,2,2,522,"POTENTIAL LOYALISTS"
13149,15,4,1676.06,4,2,2,422,"POTENTIAL LOYALISTS"
17656,74,5,1674.69,2,2,2,222,"AT RISK"
16115,10,8,1667.97,5,1,2,512,"POTENTIAL LOYALISTS"
12912,3,5,1662.30,5,2,2,522,"POTENTIAL LOYALISTS"
12530,60,4,1662.28,3,2,2,322,OTHERS
13012,10,8,1661.84,5,1,2,512,"POTENTIAL LOYALISTS"
15214,2,8,1661.44,5,1,2,512,"POTENTIAL LOYALISTS"
15024,10,10,1661.33,5,1,2,512,"POTENTIAL LOYALISTS"
15332,367,4,1661.06,1,2,2,122,"AT RISK"
12967,359,2,1660.90,1,3,2,132,OTHERS
14045,110,4,1659.75,2,2,2,222,"AT RISK"
15953,16,8,1659.38,4,1,2,412,"POTENTIAL LOYALISTS"
15826,57,3,1654.31,3,2,2,322,OTHERS
14573,180,9,1653.42,1,1,2,112,"AT RISK"
17284,61,6,1652.58,3,1,2,312,OTHERS
16711,4,5,1651.03,5,2,2,522,"POTENTIAL LOYALISTS"
14837,90,4,1649.50,2,2,2,222,"AT RISK"
13750,54,5,1647.26,3,2,2,322,OTHERS
12657,12,4,1643.18,5,2,2,522,"POTENTIAL LOYALISTS"
15002,116,4,1641.76,2,2,2,222,"AT RISK"
13627,60,5,1638.47,3,2,2,322,OTHERS
12398,46,1,1635.66,3,5,2,352,"LOYAL CUSTOMER"
15122,115,3,1633.78,2,2,2,222,"AT RISK"
14164,71,2,1631.77,3,3,2,332,OTHERS
17673,2,6,1629.12,5,2,2,522,"POTENTIAL LOYALISTS"
12377,316,2,1628.12,1,3,2,132,OTHERS
16515,53,5,1627.13,3,2,2,322,OTHERS
14759,5,3,1625.97,5,3,2,532,"POTENTIAL LOYALISTS"
16987,4,7,1625.05,5,1,2,512,"POTENTIAL LOYALISTS"
13425,109,3,1624.21,2,2,2,222,"AT RISK"
15172,9,5,1624.05,5,2,2,522,"POTENTIAL LOYALISTS"
14937,57,3,1621.88,3,2,2,322,OTHERS
17101,11,4,1621.73,5,2,2,522,"POTENTIAL LOYALISTS"
14178,9,7,1620.93,5,1,2,512,"POTENTIAL LOYALISTS"
16801,164,4,1619.73,2,2,2,222,"AT RISK"
18161,16,5,1618.69,4,2,2,422,"POTENTIAL LOYALISTS"
14336,17,4,1614.91,4,2,2,422,"POTENTIAL LOYALISTS"
16992,11,5,1614.31,5,2,2,522,"POTENTIAL LOYALISTS"
15791,44,2,1612.69,3,3,2,332,OTHERS
14312,47,6,1611.59,3,1,2,312,OTHERS
13614,25,4,1610.46,4,2,2,422,"POTENTIAL LOYALISTS"
14918,116,2,1610.15,2,3,2,232,OTHERS
12868,186,6,1607.06,1,1,2,112,"AT RISK"
16817,3,9,1604.75,5,1,2,512,"POTENTIAL LOYALISTS"
12947,144,6,1603.99,2,1,2,212,"AT RISK"
16466,34,7,1603.46,3,1,2,312,OTHERS
14719,2,5,1602.13,5,2,2,522,"POTENTIAL LOYALISTS"
14587,19,9,1601.14,4,1,2,412,"POTENTIAL LOYALISTS"
15660,26,9,1600.86,4,1,2,412,"POTENTIAL LOYALISTS"
16496,9,3,1599.52,5,3,2,532,"POTENTIAL LOYALISTS"
13850,130,1,1595.48,2,5,2,252,"LOYAL CUSTOMER"
17837,43,8,1593.38,3,1,2,312,OTHERS
16332,29,7,1593.20,4,1,2,412,"POTENTIAL LOYALISTS"
16676,34,4,1592.12,3,2,2,322,OTHERS
14970,69,4,1592.06,3,2,2,322,OTHERS
15611,10,13,1591.45,5,1,2,512,"POTENTIAL LOYALISTS"
18178,129,4,1590.81,2,2,2,222,"AT RISK"
14442,205,2,1589.82,1,3,2,132,OTHERS
12393,73,4,1582.60,2,2,2,222,"AT RISK"
15532,26,4,1580.93,4,2,2,422,"POTENTIAL LOYALISTS"
12607,61,1,1579.51,3,5,2,352,"LOYAL CUSTOMER"
13814,93,2,1579.12,2,3,2,232,OTHERS
16889,195,3,1578.67,1,2,2,122,"AT RISK"
13186,40,3,1575.89,3,3,2,332,OTHERS
13634,34,5,1575.16,3,2,2,322,OTHERS
13659,206,2,1573.20,1,3,2,132,OTHERS
17671,16,4,1572.71,4,2,2,422,"POTENTIAL LOYALISTS"
16283,6,5,1570.81,5,2,2,522,"POTENTIAL LOYALISTS"
12865,27,2,1568.23,4,4,2,442,"LOYAL CUSTOMER"
15906,20,7,1567.69,4,1,2,412,"POTENTIAL LOYALISTS"
15111,30,3,1567.48,4,3,2,432,"POTENTIAL LOYALISTS"
17085,124,5,1566.65,2,2,2,222,"AT RISK"
17204,176,4,1564.56,2,2,2,222,"AT RISK"
18239,219,5,1561.61,1,2,2,122,"AT RISK"
14038,79,3,1560.38,2,2,2,222,"AT RISK"
16394,57,5,1555.34,3,2,2,322,OTHERS
13313,23,5,1555.32,4,2,2,422,"POTENTIAL LOYALISTS"
16369,19,3,1553.66,4,3,2,432,"POTENTIAL LOYALISTS"
15620,57,3,1553.18,3,2,2,322,OTHERS
15117,15,5,1551.78,4,2,2,422,"POTENTIAL LOYALISTS"
13320,79,4,1548.70,2,2,2,222,"AT RISK"
14229,52,3,1547.20,3,3,2,332,OTHERS
14704,12,9,1546.91,5,1,2,512,"POTENTIAL LOYALISTS"
16790,4,6,1545.62,5,1,2,512,"POTENTIAL LOYALISTS"
13397,73,5,1544.13,2,2,2,222,"AT RISK"
15701,3,4,1542.14,5,2,2,522,"POTENTIAL LOYALISTS"
12818,262,1,1542.08,1,4,2,142,"LOYAL CUSTOMER"
16365,18,9,1540.42,4,1,2,412,"POTENTIAL LOYALISTS"
17159,22,3,1538.88,4,3,2,432,"POTENTIAL LOYALISTS"
13849,52,2,1537.95,3,3,2,332,OTHERS
12877,4,12,1535.77,5,1,2,512,"POTENTIAL LOYALISTS"
15392,5,4,1535.53,5,2,2,522,"POTENTIAL LOYALISTS"
15625,104,4,1534.26,2,2,2,222,"AT RISK"
13107,45,4,1531.62,3,2,2,322,OTHERS
12759,53,3,1531.44,3,2,2,322,OTHERS
14321,11,5,1530.75,5,2,2,522,"POTENTIAL LOYALISTS"
14567,57,2,1530.36,3,3,2,332,OTHERS
15916,17,8,1528.09,4,1,2,412,"POTENTIAL LOYALISTS"
16244,212,2,1522.75,1,3,2,132,OTHERS
16434,30,7,1522.25,4,1,2,412,"POTENTIAL LOYALISTS"
16066,17,5,1521.87,4,2,2,422,"POTENTIAL LOYALISTS"
13764,71,3,1521.76,3,2,2,322,OTHERS
13213,57,5,1520.58,3,2,2,322,OTHERS
16880,31,7,1519.08,4,1,2,412,"POTENTIAL LOYALISTS"
14267,163,3,1516.24,2,2,2,222,"AT RISK"
13791,128,2,1516.00,2,3,2,232,OTHERS
16748,18,5,1515.90,4,2,2,422,"POTENTIAL LOYALISTS"
16053,33,2,1511.95,4,3,2,432,"POTENTIAL LOYALISTS"
16910,5,8,1510.06,5,1,2,512,"POTENTIAL LOYALISTS"
16279,22,3,1509.58,4,3,2,432,"POTENTIAL LOYALISTS"
16016,4,8,1508.76,5,1,2,512,"POTENTIAL LOYALISTS"
15265,152,2,1506.12,2,3,2,232,OTHERS
12937,16,4,1504.27,4,2,2,422,"POTENTIAL LOYALISTS"
15530,22,4,1502.35,4,2,2,422,"POTENTIAL LOYALISTS"
16762,20,3,1501.38,4,3,2,432,"POTENTIAL LOYALISTS"
13810,29,3,1499.01,4,3,2,432,"POTENTIAL LOYALISTS"
17571,51,4,1498.51,3,2,2,322,OTHERS
14414,92,7,1496.98,2,1,2,212,"AT RISK"
16755,115,3,1496.83,2,2,2,222,"AT RISK"
17002,86,3,1493.73,2,2,2,222,"AT RISK"
15057,276,2,1489.50,1,3,2,132,OTHERS
13110,32,7,1488.67,4,1,2,412,"POTENTIAL LOYALISTS"
13692,25,3,1488.32,4,3,2,432,"POTENTIAL LOYALISTS"
14963,10,5,1487.80,5,2,2,522,"POTENTIAL LOYALISTS"
17553,130,1,1487.60,2,5,2,252,"LOYAL CUSTOMER"
16395,61,5,1486.90,3,2,2,322,OTHERS
14878,13,9,1485.54,5,1,2,512,"POTENTIAL LOYALISTS"
14758,145,4,1484.06,2,2,2,222,"AT RISK"
18016,33,5,1483.56,4,2,2,422,"POTENTIAL LOYALISTS"
15427,34,3,1483.14,3,3,2,332,OTHERS
17590,3,3,1479.22,5,3,2,532,"POTENTIAL LOYALISTS"
14403,131,4,1475.81,2,2,2,222,"AT RISK"
15983,23,4,1475.02,4,2,2,422,"POTENTIAL LOYALISTS"
12826,3,7,1474.72,5,1,2,512,"POTENTIAL LOYALISTS"
14404,34,6,1474.32,3,1,2,312,OTHERS
14246,111,3,1474.06,2,2,2,222,"AT RISK"
15128,61,4,1471.00,3,2,2,322,OTHERS
16348,33,7,1469.45,4,1,2,412,"POTENTIAL LOYALISTS"
14875,108,2,1465.32,2,3,2,232,OTHERS
12882,10,2,1463.04,5,4,2,542,"LOYAL CUSTOMER"
14233,50,4,1462.72,3,2,2,322,OTHERS
14541,59,8,1461.65,3,1,2,312,OTHERS
17063,22,7,1461.14,4,1,2,412,"POTENTIAL LOYALISTS"
16059,66,6,1459.86,3,1,2,312,OTHERS
16996,31,6,1456.96,4,1,2,412,"POTENTIAL LOYALISTS"
13309,8,5,1456.79,5,2,2,522,"POTENTIAL LOYALISTS"
13477,38,6,1454.58,3,1,2,312,OTHERS
15987,13,7,1451.28,5,1,2,512,"POTENTIAL LOYALISTS"
14740,198,3,1448.21,1,2,2,122,"AT RISK"
15426,20,5,1447.39,4,2,2,422,"POTENTIAL LOYALISTS"
14591,16,4,1447.14,4,2,2,422,"POTENTIAL LOYALISTS"
17073,18,4,1446.09,4,2,2,422,"POTENTIAL LOYALISTS"
13717,33,6,1445.01,3,1,2,312,OTHERS
13461,39,3,1445.00,3,3,2,332,OTHERS
17175,45,4,1443.69,3,2,2,322,OTHERS
15478,41,2,1441.42,3,3,2,332,OTHERS
15858,16,5,1438.85,4,2,2,422,"POTENTIAL LOYALISTS"
14071,4,8,1438.82,5,1,2,512,"POTENTIAL LOYALISTS"
13159,9,4,1437.85,5,2,2,522,"POTENTIAL LOYALISTS"
14566,111,1,1432.00,2,5,2,252,"LOYAL CUSTOMER"
16503,107,4,1431.93,2,2,2,222,"AT RISK"
13475,192,4,1431.78,1,2,2,122,"AT RISK"
16103,8,6,1429.64,5,1,2,512,"POTENTIAL LOYALISTS"
16271,3,5,1429.24,5,2,2,522,"POTENTIAL LOYALISTS"
14035,29,5,1428.02,4,2,2,422,"POTENTIAL LOYALISTS"
15681,26,5,1426.16,4,2,2,422,"POTENTIAL LOYALISTS"
15106,18,5,1422.52,4,2,2,422,"POTENTIAL LOYALISTS"
16463,22,4,1422.40,4,2,2,422,"POTENTIAL LOYALISTS"
16571,27,3,1421.69,4,3,2,432,"POTENTIAL LOYALISTS"
14019,47,3,1421.61,3,3,2,332,OTHERS
14901,12,9,1421.29,5,1,2,512,"POTENTIAL LOYALISTS"
14443,54,4,1420.20,3,2,2,322,OTHERS
17288,10,7,1419.73,5,1,2,512,"POTENTIAL LOYALISTS"
16173,16,6,1418.32,4,1,2,412,"POTENTIAL LOYALISTS"
15444,10,2,1418.26,5,4,2,542,"LOYAL CUSTOMER"
18116,68,8,1418.03,3,1,2,312,OTHERS
17856,2,4,1418.03,5,2,2,522,"POTENTIAL LOYALISTS"
14649,5,4,1417.29,5,2,2,522,"POTENTIAL LOYALISTS"
14748,30,5,1415.75,4,2,2,422,"POTENTIAL LOYALISTS"
16012,36,3,1415.29,3,3,2,332,OTHERS
16245,24,3,1413.66,4,3,2,432,"POTENTIAL LOYALISTS"
17004,47,2,1412.94,3,3,2,332,OTHERS
15237,2,4,1412.32,5,2,2,522,"POTENTIAL LOYALISTS"
15596,101,5,1406.59,2,2,2,222,"AT RISK"
17083,110,3,1405.78,2,2,2,222,"AT RISK"
15563,23,4,1400.44,4,2,2,422,"POTENTIAL LOYALISTS"
14741,12,6,1400.34,5,1,2,512,"POTENTIAL LOYALISTS"
18202,200,3,1396.99,1,2,2,122,"AT RISK"
13995,16,5,1393.69,4,2,2,422,"POTENTIAL LOYALISTS"
17354,51,1,1393.06,3,5,2,352,"LOYAL CUSTOMER"
15810,79,4,1391.98,2,2,2,222,"AT RISK"
15051,24,3,1391.61,4,3,2,432,"POTENTIAL LOYALISTS"
13414,134,3,1390.50,2,2,2,222,"AT RISK"
13516,22,3,1389.41,4,3,2,432,"POTENTIAL LOYALISTS"
15898,2,5,1388.88,5,2,2,522,"POTENTIAL LOYALISTS"
16539,3,4,1388.81,5,2,2,522,"POTENTIAL LOYALISTS"
15453,2,7,1388.37,5,1,2,512,"POTENTIAL LOYALISTS"
15134,15,8,1387.99,4,1,2,412,"POTENTIAL LOYALISTS"
12952,6,4,1387.79,5,2,2,522,"POTENTIAL LOYALISTS"
17676,5,6,1387.68,5,1,2,512,"POTENTIAL LOYALISTS"
12775,18,5,1386.04,4,2,2,422,"POTENTIAL LOYALISTS"
13308,23,3,1385.51,4,3,2,432,"POTENTIAL LOYALISTS"
18167,24,3,1384.86,4,3,2,432,"POTENTIAL LOYALISTS"
17311,79,2,1384.85,2,3,2,232,OTHERS
13572,206,1,1384.25,1,4,2,142,"LOYAL CUSTOMER"
14507,24,6,1383.18,4,1,2,412,"POTENTIAL LOYALISTS"
14116,20,5,1382.74,4,2,2,422,"POTENTIAL LOYALISTS"
16389,54,4,1382.07,3,2,2,322,OTHERS
16726,27,5,1382.02,4,2,2,422,"POTENTIAL LOYALISTS"
17621,22,3,1379.90,4,3,2,432,"POTENTIAL LOYALISTS"
12886,68,2,1378.40,3,3,2,332,OTHERS
15569,104,5,1375.71,2,2,2,222,"AT RISK"
16669,24,3,1374.87,4,3,2,432,"POTENTIAL LOYALISTS"
14434,22,6,1372.80,4,1,2,412,"POTENTIAL LOYALISTS"
15095,104,4,1370.60,2,2,2,222,"AT RISK"
13813,40,4,1366.86,3,2,2,322,OTHERS
14897,8,4,1366.38,5,2,2,522,"POTENTIAL LOYALISTS"
13396,30,2,1360.99,4,3,2,432,"POTENTIAL LOYALISTS"
14102,6,5,1360.28,5,2,2,522,"POTENTIAL LOYALISTS"
15411,27,4,1358.88,4,2,2,422,"POTENTIAL LOYALISTS"
13232,13,7,1357.60,5,1,2,512,"POTENTIAL LOYALISTS"
17054,29,5,1356.33,4,2,2,422,"POTENTIAL LOYALISTS"
14064,30,5,1353.74,4,2,2,422,"POTENTIAL LOYALISTS"
14859,13,4,1353.74,5,2,2,522,"POTENTIAL LOYALISTS"
15116,18,4,1352.75,4,2,2,422,"POTENTIAL LOYALISTS"
16079,17,3,1352.00,4,3,2,432,"POTENTIAL LOYALISTS"
16493,80,4,1351.63,2,2,2,222,"AT RISK"
12770,211,1,1351.45,1,4,2,142,"LOYAL CUSTOMER"
12646,5,2,1346.97,5,4,2,542,"LOYAL CUSTOMER"
14154,240,2,1345.62,1,3,2,132,OTHERS
15398,17,2,1345.53,4,4,2,442,"LOYAL CUSTOMER"
12463,54,4,1344.78,3,2,2,322,OTHERS
17372,41,8,1342.68,3,1,2,312,OTHERS
16317,120,3,1341.65,2,2,2,222,"AT RISK"
13743,3,7,1341.60,5,1,2,512,"POTENTIAL LOYALISTS"
18177,32,6,1341.42,4,1,2,412,"POTENTIAL LOYALISTS"
16045,120,4,1340.70,2,2,2,222,"AT RISK"
13501,289,1,1340.32,1,4,2,142,"LOYAL CUSTOMER"
15734,115,2,1339.45,2,3,2,232,OTHERS
12620,15,3,1339.41,4,3,2,432,"POTENTIAL LOYALISTS"
15059,41,9,1337.72,3,1,2,312,OTHERS
16110,46,3,1337.48,3,3,2,332,OTHERS
12919,9,6,1335.19,5,1,2,512,"POTENTIAL LOYALISTS"
15680,10,3,1333.68,5,3,2,532,"POTENTIAL LOYALISTS"
17932,30,3,1331.57,4,3,2,432,"POTENTIAL LOYALISTS"
12676,25,6,1331.39,4,1,2,412,"POTENTIAL LOYALISTS"
16295,10,4,1328.55,5,2,2,522,"POTENTIAL LOYALISTS"
15146,165,2,1327.16,2,3,2,232,OTHERS
17633,32,4,1324.84,4,2,2,422,"POTENTIAL LOYALISTS"
12854,79,3,1324.50,2,2,2,222,"AT RISK"
17095,23,3,1324.16,4,3,2,432,"POTENTIAL LOYALISTS"
16370,83,4,1320.56,2,2,2,222,"AT RISK"
14794,3,7,1319.91,5,1,2,512,"POTENTIAL LOYALISTS"
13168,37,4,1319.19,3,2,2,322,OTHERS
16083,101,2,1317.62,2,3,2,232,OTHERS
12526,1,3,1316.66,5,3,2,532,"POTENTIAL LOYALISTS"
14921,31,2,1316.07,4,3,2,432,"POTENTIAL LOYALISTS"
12576,36,5,1315.83,3,2,2,322,OTHERS
14511,12,5,1314.81,5,2,2,522,"POTENTIAL LOYALISTS"
16464,20,3,1314.68,4,3,2,432,"POTENTIAL LOYALISTS"
14738,43,7,1314.45,3,1,2,312,OTHERS
14973,108,3,1314.45,2,2,2,222,"AT RISK"
16040,66,3,1313.55,3,2,2,322,OTHERS
12364,8,4,1313.10,5,2,2,522,"POTENTIAL LOYALISTS"
12516,78,2,1312.06,2,3,2,232,OTHERS
14856,37,3,1311.38,3,3,2,332,OTHERS
14477,20,4,1309.60,4,2,2,422,"POTENTIAL LOYALISTS"
16120,60,4,1309.14,3,2,2,322,OTHERS
14047,9,5,1308.61,5,2,2,522,"POTENTIAL LOYALISTS"
13328,317,1,1308.48,1,4,2,142,"LOYAL CUSTOMER"
14297,18,4,1305.33,4,2,2,422,"POTENTIAL LOYALISTS"
12507,135,3,1304.81,2,2,2,222,"AT RISK"
16744,12,7,1304.76,5,1,2,512,"POTENTIAL LOYALISTS"
17919,89,1,1304.04,2,5,2,252,"LOYAL CUSTOMER"
15813,208,2,1303.91,1,3,2,132,OTHERS
14898,24,6,1303.52,4,1,2,412,"POTENTIAL LOYALISTS"
15108,142,4,1300.25,2,2,2,222,"AT RISK"
15494,22,2,1299.23,4,4,2,442,"LOYAL CUSTOMER"
12488,10,3,1298.66,5,3,2,532,"POTENTIAL LOYALISTS"
12372,72,3,1298.04,2,2,2,222,"AT RISK"
15602,9,9,1297.87,5,1,2,512,"POTENTIAL LOYALISTS"
17961,22,39,1296.44,4,1,2,412,"POTENTIAL LOYALISTS"
16929,4,7,1295.39,5,1,2,512,"POTENTIAL LOYALISTS"
16224,58,4,1295.30,3,2,2,322,OTHERS
15621,5,4,1293.03,5,2,2,522,"POTENTIAL LOYALISTS"
16101,71,1,1290.70,3,5,2,352,"LOYAL CUSTOMER"
15171,332,1,1289.50,1,4,2,142,"LOYAL CUSTOMER"
15136,3,4,1286.70,5,2,2,522,"POTENTIAL LOYALISTS"
16949,4,6,1286.27,5,1,2,512,"POTENTIAL LOYALISTS"
17350,9,4,1286.07,5,2,2,522,"POTENTIAL LOYALISTS"
17802,83,3,1285.04,2,2,2,222,"AT RISK"
16899,8,6,1281.56,5,1,2,512,"POTENTIAL LOYALISTS"
13878,55,1,1281.53,3,5,2,352,"LOYAL CUSTOMER"
13538,44,7,1280.85,3,1,2,312,OTHERS
16951,135,3,1277.75,2,2,2,222,"AT RISK"
16692,257,2,1276.00,1,3,2,132,OTHERS
17019,12,4,1272.61,5,2,2,522,"POTENTIAL LOYALISTS"
12394,64,2,1272.48,3,3,2,332,OTHERS
12630,10,2,1270.88,5,4,2,542,"LOYAL CUSTOMER"
14669,242,3,1269.99,1,2,2,122,"AT RISK"
13492,137,3,1269.84,2,2,2,222,"AT RISK"
13431,68,2,1269.10,3,3,2,332,OTHERS
14916,71,4,1268.98,3,2,2,322,OTHERS
15199,60,4,1268.70,3,2,2,322,OTHERS
16660,17,4,1267.65,4,2,2,422,"POTENTIAL LOYALISTS"
17037,88,1,1267.32,2,5,2,252,"LOYAL CUSTOMER"
17158,33,3,1266.97,4,3,2,432,"POTENTIAL LOYALISTS"
14105,240,1,1266.23,1,4,2,142,"LOYAL CUSTOMER"
13989,66,2,1266.08,3,3,2,332,OTHERS
16842,101,3,1264.19,2,2,2,222,"AT RISK"
15497,18,2,1262.20,4,4,2,442,"LOYAL CUSTOMER"
15009,13,3,1261.78,5,3,2,532,"POTENTIAL LOYALISTS"
16688,2,4,1260.86,5,2,2,522,"POTENTIAL LOYALISTS"
17388,78,4,1259.56,2,2,2,222,"AT RISK"
17412,3,7,1258.06,5,1,2,512,"POTENTIAL LOYALISTS"
13151,296,1,1257.87,1,4,2,142,"LOYAL CUSTOMER"
14931,5,5,1257.68,5,2,2,522,"POTENTIAL LOYALISTS"
16639,32,3,1257.51,4,3,2,432,"POTENTIAL LOYALISTS"
17481,4,4,1255.59,5,2,2,522,"POTENTIAL LOYALISTS"
13848,93,3,1255.00,2,2,2,222,"AT RISK"
17262,53,5,1253.36,3,2,2,322,OTHERS
14698,2,5,1250.76,5,2,2,522,"POTENTIAL LOYALISTS"
14383,39,3,1247.69,3,3,2,332,OTHERS
12689,26,2,1247.61,4,4,2,442,"LOYAL CUSTOMER"
13029,31,3,1247.50,4,3,2,432,"POTENTIAL LOYALISTS"
15004,148,1,1246.32,2,5,2,252,"LOYAL CUSTOMER"
